Comment,Emotion
Saya bermain dengan teman -teman kemudian saya memutuskan untuk memercikkan pasir ke dalam mobil yang bergerak di dekat pengemudi marah dan datang untuk melapor kepada orang tua saya,fear
Saya merasa sedikit cemas tentang hal itu,fear
Saya merasa bitchy dan tidak dihargai hari ini,anger
Saat ini saya merasa seperti omong kosong tetapi setidaknya harus menunjukkan wajah saya di tempat kerja jangan sampai mereka curiga pada dering saya sakit sehari setelah liburan saya,fear
Saya merasa baik -baik saja dan selalu membantu saya atau duduk sangat dekat,joy
"Saya senang menjadi nyaman itu adalah tujuan utama saya ketika saya mencari pakaian baru, saya tidak tahan merasa tidak nyaman dalam sesuatu",fear
Saya merasa dia akan menjadi seniman yang luar biasa seperti ayah dan pamannya,joy
"Aku suka bagaimana semua temannya terikat dengannya, rajinnya dengan cara yang saling menyertainya",joy
Saya tahu saya tidak tinggal di New York lagi tetapi saya merasa sangat marah karena ini bisa terjadi di kota saya,anger
Saya tidak tidur nyenyak malam sebelumnya dan saya merasa setengah berani seperti kemarin,joy
Saya terhalang sedikit ketika saya menulis dengan perasaan tidak yakin bahwa saya mungkin pergi ke suatu tempat dengan cerita yang tidak diinginkan,fear
Selama akhir pekan di rumah,anger
Saya bisa merasakan kesenjangan rasanya seperti status orang kaya dan status orang miskin,joy
Saya tidak tahu mengapa wilayah khusus ini tampaknya tidak memiliki karniola luar yang sangat diperlukan juga dan saya benar -benar merasa agak terganggu dengan kemungkinan bukti kurangnya semangat pinggiran kota ini,anger
"Saya merasa sangat tersanjung dan untungnya bagi saya, saya dapat memposting kartu",joy
Saya mulai merasa kesal tentang semuanya dan akhirnya memesan pizza,anger
Saya merasa luar biasa kebanyakan normal saya akan pergi ke perayaan pra -ucapan syukur dengan teman -teman kami sejak waktu itu kami berada di softball,joy
Saya tidak benar -benar terhubung dengan karakter utama atau apa pun sebenarnya saya merasa dia hampir terlalu polos untuk menjadi saya,joy
Saya mulai merasa gelisah kurang kesabaran dan di bawah rewel kanan,anger
Saya merasa setiap bit pelacur pendendam yang dengki saya bisa kadang -kadang,anger
saya tidak bisa menahan perasaan marah pada pria ini,anger
Saya merasa lemah dan cengeng dan umumnya lelah,fear
Saya pikir browser lebih nyaman di stan saya jika semua perhatian saya tidak terfokus pada mereka dan mereka tidak merasa tertekan untuk melakukan pembelian,fear
Saya merasa tidak berdaya,fear
Saya merasa tersiksa dan cukup tragis karena tanpa memiliki kepentingan atau kilau,anger
Aku merasa gelisah,fear
"Saya mengingatkan diri sendiri atau saya teringat gairah dan pendapat saya, saya hanya merasa sangat gelisah dan frustrasi ada bola energi ini tanpa saluran untuk bepergian",fear
Saya merasa sangat rewel dan terputus,anger
Saya merasa dia tulus dan bertobat atas oposisi masa lalunya terhadap hak -hak sipil,joy
Saya memikirkan berapa tahun saya menghabiskan perasaan marah pada perspektif dramatis saya tentang dunia dan sifat saya yang sangat sensitif,anger
ive telah merasa cemburu akhir -akhir ini tentang blogger pergi ke bacaan penulis dan memesan si,anger
Saya merasa seperti orang yang begitu bingung akhir -akhir ini menghela nafas,fear
Saya merasa agak goyah di malam hari akhir -akhir ini saya terbangun dengan ini,fear
Saya berjuang saya bisa merasakan diri saya mempercayai pria ini yang sangat sabar dan semakin percaya diri,joy
"Saya menatapnya dan berkata baik dan ramah, saya merasa seperti itu, saya memang meminta maaf kepada Anda ini lebih membuat dia marah dan dia menyerbu mengatakan bahwa saya tidak membutuhkan omong kosong ini bukan malam yang baik secara keseluruhan tapi saya libur sampai hari Jumat berterima kasih",anger
Saya merasa sangat fantastis dan saya harap bayi juga melakukannya,joy
Saya merasa saya tidak bisa bicara kadang -kadang bahkan bernafas dengan rasa takut akan semacam komentar penuh kebencian yang kasar,anger
Saya merasa ragu tetapi sekali lagi saya bisa salah,fear
Saya selalu takut bagian dari pertemuan itu meskipun tidak berpikir saya tidak menembak tangan saya ke udara dengan perasaan semua yang lebih unggul saat saya kalah,joy
Saya terbangun di pagi hari kenaikan kami merasa gembira,joy
Saya merasa disiksa dan muak dengan cara yang saya rasakan pada hari terakhir tombak pergi,fear
Saya merasa pusing dan perut saya mulai sakit jika saya melewatkan makan,fear
Saya tidak merasa seperti itu dengan ini kita harus bersama semua orang di jalan berbahaya menuju kebebasan,anger
Saya ingat duduk di ruang keluarga saya di Dallas menonton cerita yang dibuka di New York bertahun -tahun yang lalu dan merasa sangat tidak berdaya,fear
Saya merasa sangat menang saya telah mengadakan percakapan kecil dengan kasir dan dia tidak menyadari bahwa saya tuli,joy
Saya gila tidak menyukai orang lain untuk melakukan semua ini tetapi itu membuat saya merasa kurang berharga b C saya tidak bekerja dan saya juga bukan ibu rumah tangga,joy
Saya masih merasa agak mudah tersinggung dan funky dari hari sebelumnya tetapi begitu juga,anger
akan mengikuti tes mengemudi saya,fear
Saya tidak peduli dengan gaya hidup BS seperti apa yang menurut Anda Anda hidup semua orang ingin menyesuaikan diri dan merasa diterima,joy
Saya merasa benar -benar dirugikan,anger
Saya suka komentar jadi jangan ragu untuk mempostingnya,joy
Saya merasa seperti sedang kacau,anger
Saya memulai sekolah menengah pada usia setiap malam saya akan menangis dan kehilangan tidur karena memikirkan sekolah pada hari berikutnya tetapi itu bukan perasaan yang biasa dari oh saya tidak bisa diganggu dengan sekolah,anger
Saya adalah Cornish dan saya merasa sangat dihina dan terluka mengetahui bahwa orang seusia saya tidak melihat apa yang saya lihat tidak mengerti berapa banyak cornwall yang penting dalam hidup mereka,anger
Saya tidak bisa membantu tetapi merasakan bahwa jika saya tidak begitu egois maka saya bisa melindungi Anda dari perasaan seperti ini sekarang,anger
Saya benar -benar merasa skeptis tentang produk klinis,fear
Saya merasa sangat tegang di sekitar keluarga saya,fear
"ive melewati tahap kegugupan dan teror belaka, tetapi sekarang saya merasa santai dan bersemangat",joy
Saya sangat sibuk sehingga saya merasa memiliki waktu luang di rumah,joy
Saya dibuat merasa seperti itu adalah kesalahan saya bahwa saya tidak bisa mengendalikan suami saya dan perilakunya yang kejam jika mereka bahkan percaya itu ada,anger
Saya merasa seperti saya akan bingung jika saya telah menunggu lama sebelum membaca buku kedua,fear
Saya merasa sangat kesal sekarang,anger
Saya ingin dia merasa energik dan beristirahat,joy
i did not feel frightened just frustrated that i wanted to go back to sleep but felt there were unfinished tasks i needed to attend to there wasn t other than to edit two articles on freud s dream of irma s injection which were near completion and have subsequently telah diposting di blog ini,fear
Saya merasa sedikit lebih berenergi hari ini dan kurang kesal,anger
Saya merasa agak blogging tentang ini,anger
Saya merasa agak gelisah dan saya tidak sepenuhnya yakin dari mana asalnya,fear
Saya sangat lega dan bersemangat dan saya merasa percaya diri lagi,joy
Saya merasa gelisah tentang hal itu,anger
Saya mulai berlatih pada bulan Januari atau setidaknya secara mental mempersiapkan diri untuk berlatih dan dapat mengingat secara khusus merasa khawatir tentang lari maraton musim semi,fear
Saya merasa saya telah dianiaya untungnya saya berhasil mengendalikan diri dan tidak mengeluh atau berbicara buruk tentang teman baik secara online di facebook atau offline secara langsung,anger
Saya merasa ragu -ragu tentang apa yang ingin saya lakukan dengan sisa hidup saya,fear
Saya sekarang merasa saya bisa memberi tahu ayah lain yang anak -anaknya akan segera menjadi remaja tidak keren untuk menarik ke sekolah menengah anak Anda untuk menjemput mereka dalam jalopy yang berbau dengan tanaman yang keluar dari jendela,joy
"Saya juga merasa aneh bahwa pada usia dua puluh tiga yang matang, saya ingin pasangan hidup terkutuk",fear
Saya sebenarnya merasa kurang bermusuhan terhadap MS daripada banyak linux saya menggunakan saudara akhir -akhir ini,anger
Saya melakukan untuk mencari nafkah dan akhir -akhir ini lebih sering daripada tidak baik saya dan istri saya yang juga pengguna ubuntu merasa agak tidak yakin tentang linux menjadi platform di mana kami ingin terus bekerja,fear
Saya dapat berasumsi bahwa mereka tidak merasa dingin seperti saya air mereka tidak beku mereka memiliki banyak pakan meskipun mereka menghindari ini demi mencari makan dan menggaruk,anger
Saya merasa berterima kasih kepada Anda semuanya atas pikiran dan doa yang luar biasa,joy
Saya terus berhasil dalam sesuatu dan memiliki seseorang yang tampaknya tidak dapat dicapai karena saya merasa pria akan diintimidasi atau ketika ada saat hening yang berkepanjangan,fear
Saya akan menangis pada satu titik bisa merasakan benjolan di tenggorokan saya tetapi berhasil menghentikannya karena saya lebih terganggu dengan pemikiran untuk mendapatkan semua sumpah saya dengan benar,anger
Saya merasa senang dengan naskah yang melaporkan hasil penelitian persekutuan saya mengganggu persyaratan yang konyol untuk,joy
Saya tertarik pada tas netral yang benar -benar kokoh dalam lemparan hitam dan coklat dalam paten merah yang semarak dan mungkin jika saya merasa berbahaya kopling logam tetapi itu biasanya yang paling berani saya dapatkan dengan aksesori saya,anger
Saya benar -benar merasa sangat takut untuk kembali berolahraga karena saya merasa seperti saya kehilangan begitu banyak kekuatan dan kondisi dan menambah berat badan,fear
Saya telah bereksperimen dari banyak pengalaman yang dia sebutkan dan sayangnya ini membuat saya menyadari bahwa sebagian besar wanita merasa bahwa jalur karier mereka entah bagaimana akan ditentukan oleh pasangan mereka jika mereka mendukung mereka atau bukan anak -anak mereka di sana rekan kerja dll,joy
Saya merasa tidak sabar namun saya tidak sepenuhnya yakin apa yang saya cari,anger
Saya memiliki perasaan yang mengganggu bahwa saya mengacaukan semuanya pada percobaan pertama,anger
Saya masih merasa baik -baik saja tetapi saya tahu saya semakin lemah,joy
Saya lambat tentang ini tetapi rasanya aneh kembali ke rumah tanpa ibu Anda lagi,fear
Saya merasa bingung seperti biasa,fear
Saya merasa skeptis tentang hal itu,fear
Saya merasa mudah mudah tersinggung akhir -akhir ini,anger
Saya tahu ibu yang akan mengambil sekali melihat profil facebook saya dan merasa iri dengan semua kesenangan yang sepertinya saya miliki dengan teman -teman saya keadaan riang bahwa hidup saya berada di tempat saya hanya bertanggung jawab untuk saya dan dapat mengambil apa saja waktu dan pergi untuk akhir pekan,anger
Saya merasa terhormat menjadi milik Anda,joy
Saya akan merasa pemalu memakainya.,fear
Saya mencoba merasa percaya diri tentang hal itu tetapi kapan pun mata kami bertemu saya merasa kuat seperti di gym kami memiliki mesin olahraga dan saya hanya bisa melakukan lbs rata -rata dan saya selalu ingin melakukannya,joy
Maaf saya mengalami kedinginan yang sangat buruk dan saya merasa sedih karena saya tidak pernah pergi minum sendiri bodoh dengan teman -teman terbaik saya malam ini,anger
Saya merasa bahwa media tidak dapat diselesaikan secara efektif,joy
Saya merasa sangat sukses sekarang,joy
Saya merasa takut karena saya tidak tahu apa yang akan terjadi selanjutnya selama saya pulih,fear
Saya merasa sangat tidak nyaman di sekitar orang dengan sindrom Down,fear
Saya merasa marah dan cemburu dan tertipu,anger
"Saya melihat semua hal itu di bagian bawah dan memutuskan saya akan kembali ketika saya merasa bitchy supaya saya bisa mencantumkan itu sebagai suasana hati saya, saya merasa seperti sandwich es krim",anger
Saya merasa seperti di mana pun saya terlihat sepotong anak laki -laki manis saya hilang,joy
Saya merasakan rasa manis pahit yang berasal dari reses yang dalam di jiwa saya,anger
Saya menjamin bahwa jika saya pusing atau merasa seperti saya akan muntah selama berbulan -bulan saya tidak akan menjadi orang yang sangat menyenangkan,joy
Saya tahu saya harus membiarkan kata -kata itu mengalir seperti apa yang mereka lakukan ketika saya menulis blog tetapi tetap saja saya merasakan tekanan dan itu membuat saya tidak yakin dengan keterampilan saya,fear
Saya penyembuhan tetapi saya masih merasa goyah kadang -kadang saya berhasil menyelesaikan beberapa pekerjaan minggu ini,fear
Saya merasa sedikit tertekan dan kebanggaan saya menahan diri saya hanya menunggu peregrino berikutnya berjalan melewati dan membantu saya keluar,fear
Saya merasa seperti saya adalah satu -satunya di luar sana yang sama marahnya dengan saya tentang menderita kerugian tentang kanker bodoh tentang ketidakadilan tentang apa yang meskipun tidak ada yang benar tentang itu,anger
Saya ingat merasa terinspirasi dan berpikir bahwa itu adalah contoh yang baik dari pengasuhan,joy
Saya minta maaf sebelumnya saya merasa agak marah dan stres dan berikut ini harus keluar,anger
Saya menulis ketika saya merasa bahagia dan kekanak -kanakan,joy
Saya ingat saya dan ibu saya menangis menahan diri di pintu sementara dia mencoba memecahnya dan merasa ketakutan,fear
Saya tidak mengalami infeksi ragi di vagina saya bisa merasa kesal karena ragi karena diet saya jadi saya harus berhenti makan banyak makanan manis jika saya bisa,anger
Saya harus santai untuk saat ini tetapi rasanya sangat aneh bagi saya,fear
"Saya melihat mereka bahwa ada yang salah, mereka memberi tahu saya beberapa alasan tetapi saya merasa benar -benar dihina dan saya merasa putus asa lagi",anger
"Saya merasa menontonnya bahwa hanya dari memulai dengan membuat topi untuk teman -teman sekolahnya, seseorang dapat mengembangkan tiket kereta sumber daya yang cerdik dan diseling",joy
Saya sakit dan merasa sangat tidak yakin bagaimana di dunia ini saya akan pergi lebih dari bermil -berminggu,fear
Saya akhirnya makan banyak karbohidrat di kedua hari tetapi saya tidak merasa ditekan untuk makan banyak pada hari terakhir,fear
Saya sudah selesai membaca saya merasa sangat tidak aman,fear
"Saya merasa bisa sangat populer di bawah tanah jika mereka mendapatkan diri mereka di luar sana dan berterima kasih kepada Tuhan untuk ini, saya melihat Anda Toby dan Tunji",joy
Saya merasa seperti saya satu -satunya yang mencoba mencapai segala sesuatu terutama keseimbangan di dunia kita yang sangat tertekan,fear
Saya merasa XS lebih ragu -ragu,fear
Saya merasa tersinggung oleh gadis ini,anger
Saya sebenarnya mulai merasa sangat rewel tentang situasi ini dan menghindari banyak panggilan telepon karena saya benar -benar tidak ingin berbicara dengan siapa pun tentang terlambat,anger
